code_module,code_presentation,id_student,date_registration,date_unregistration,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_activity,days_active,last_active_date,distinct_content_items_accessed,final_assessment_score,final_exam_score
BBB,2014J,193310,-42.0,,F,South West Region,HE Qualification,0-10%,0-35,0,120,N,Pass,1236.0,107.0,245.0,83.0,65.1,
BBB,2014J,195221,-49.0,,F,Wales,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,93.0,6.0,19.0,11.0,0.0,
BBB,2014J,195345,-23.0,,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Pass,1206.0,48.0,245.0,77.0,58.95,
BBB,2014J,195940,-144.0,,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,381.0,25.0,236.0,58.0,44.35,
BBB,2014J,197527,-39.0,,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,293.0,18.0,92.0,33.0,5.6,
BBB,2014J,201655,-45.0,-16.0,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,,,,,,
BBB,2014J,205978,-59.0,12.0,F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,,,,,,
BBB,2014J,226839,-31.0,,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,942.0,64.0,257.0,83.0,73.2,
BBB,2014J,228235,-57.0,-1.0,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,2,60,N,Withdrawn,,,,,,
BBB,2014J,228909,-23.0,131.0,M,North Region,Lower Than A Level,,35-55,0,60,Y,Withdrawn,575.0,23.0,131.0,42.0,18.5,
BBB,2014J,229326,-24.0,159.0,F,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,607.0,26.0,85.0,52.0,6.6,
BBB,2014J,230383,-37.0,,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,3045.0,106.0,244.0,103.0,66.3,
BBB,2014J,235371,-65.0,,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,275.0,24.0,254.0,40.0,69.65,
BBB,2014J,237913,-87.0,,F,North Western Region,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,2224.0,157.0,262.0,92.0,69.25,
BBB,2014J,238144,-42.0,,F,Wales,A Level or Equivalent,40-50%,35-55,3,60,N,Fail,733.0,26.0,207.0,74.0,44.6,
BBB,2014J,242893,-36.0,109.0,F,Yorkshire Region,No Formal quals,30-40%,0-35,2,60,N,Withdrawn,85.0,5.0,46.0,13.0,0.0,
BBB,2014J,245784,-37.0,,F,East Anglian Region,HE Qualification,30-40%,35-55,1,60,N,Fail,1199.0,28.0,127.0,67.0,17.3,
BBB,2014J,247457,-12.0,,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,1010.0,81.0,262.0,68.0,84.95,
BBB,2014J,247967,-68.0,156.0,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,428.0,20.0,142.0,55.0,18.8,
BBB,2014J,249154,-53.0,,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,90.0,5.0,28.0,16.0,0.0,
BBB,2014J,252863,-18.0,,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,293.0,16.0,243.0,26.0,67.8,
BBB,2014J,254313,-101.0,-30.0,F,South East Region,HE Qualification,20-30%,35-55,0,240,Y,Withdrawn,,,,,,
BBB,2014J,254612,-59.0,,M,Scotland,A Level or Equivalent,30-40%,0-35,3,90,N,Fail,277.0,22.0,166.0,28.0,0.0,
BBB,2014J,255957,-131.0,-16.0,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,,,,,,
BBB,2014J,258268,-22.0,,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,158.0,14.0,151.0,22.0,59.25,
BBB,2014J,258840,-85.0,,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,511.0,55.0,242.0,51.0,68.15,
BBB,2014J,260137,-160.0,,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,1030.0,95.0,236.0,87.0,76.05,
BBB,2014J,260216,-101.0,,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,40.0,5.0,133.0,10.0,15.8,
BBB,2014J,260777,-151.0,3.0,F,North Western Region,Lower Than A Level,0-10%,0-35,2,90,N,Withdrawn,,,,,,
BBB,2014J,263448,-102.0,,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass,1625.0,59.0,259.0,77.0,72.6,
BBB,2014J,264281,-143.0,12.0,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,180,N,Withdrawn,350.0,17.0,26.0,30.0,,
BBB,2014J,264694,-23.0,,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,755.0,29.0,149.0,61.0,16.8,
BBB,2014J,264732,-39.0,19.0,F,South Region,Lower Than A Level,10-20,0-35,2,120,N,Withdrawn,43.0,7.0,19.0,9.0,,
BBB,2014J,265466,17.0,,F,Ireland,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,1168.0,89.0,239.0,76.0,45.0,
BBB,2014J,267774,-75.0,136.0,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,36.0,4.0,134.0,8.0,,
BBB,2014J,269510,-32.0,,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,319.0,21.0,192.0,39.0,43.6,
BBB,2014J,270191,-85.0,-15.0,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,,,,,,
BBB,2014J,271047,-25.0,,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,7.0,1.0,-7.0,4.0,,
BBB,2014J,272000,-106.0,,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Fail,190.0,11.0,21.0,18.0,,
BBB,2014J,272617,-161.0,153.0,F,East Midlands Region,Lower Than A Level,20-30%,0-35,3,60,Y,Withdrawn,71.0,2.0,81.0,9.0,9.2,
BBB,2014J,275006,-149.0,,F,London Region,Lower Than A Level,20-30%,0-35,2,60,N,Pass,579.0,39.0,234.0,39.0,71.65,
BBB,2014J,275180,-99.0,,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,3886.0,146.0,254.0,114.0,59.24999999999999,
BBB,2014J,275296,-36.0,,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,165.0,18.0,107.0,18.0,7.2,
BBB,2014J,276925,-154.0,,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,707.0,30.0,237.0,44.0,77.95,
BBB,2014J,277967,-16.0,,M,London Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass,1166.0,50.0,240.0,73.0,75.15,
BBB,2014J,279238,-35.0,12.0,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,9.0,1.0,2.0,4.0,,
BBB,2014J,280054,-32.0,,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,207.0,12.0,48.0,26.0,4.3,
BBB,2014J,280152,-53.0,,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,1585.0,79.0,237.0,90.0,85.5,
BBB,2014J,284246,17.0,,F,Ireland,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,2279.0,87.0,259.0,108.0,46.55,
BBB,2014J,284762,-82.0,,F,East Midlands Region,A Level or Equivalent,10-20,0-35,2,60,N,Pass,854.0,36.0,232.0,69.0,88.05,
BBB,2014J,285470,-149.0,,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,180,N,Pass,142.0,13.0,219.0,29.0,56.35,
BBB,2014J,285992,-144.0,-12.0,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,,,,,,
BBB,2014J,286338,-60.0,,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,1444.0,93.0,237.0,91.0,70.4,
BBB,2014J,286947,-36.0,,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,1044.0,42.0,232.0,81.0,69.75,
BBB,2014J,288086,-88.0,,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,426.0,33.0,248.0,41.0,79.3,
BBB,2014J,288655,-18.0,12.0,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,64.0,3.0,17.0,17.0,0.0,
BBB,2014J,290184,-18.0,,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,248.0,24.0,237.0,28.0,76.05,
BBB,2014J,292813,-94.0,5.0,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,120,Y,Withdrawn,,,,,,
BBB,2014J,293387,-23.0,,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,2047.0,74.0,234.0,93.0,89.95,
BBB,2014J,293989,-32.0,90.0,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,277.0,12.0,89.0,54.0,4.5,
BBB,2014J,294134,-65.0,,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1168.0,62.0,233.0,91.0,70.55,
BBB,2014J,297179,-117.0,,F,North Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,2720.0,76.0,241.0,158.0,80.7,
BBB,2014J,297685,-142.0,,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,1078.0,47.0,236.0,76.0,69.5,
BBB,2014J,297806,-56.0,,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,126.0,4.0,27.0,23.0,0.0,
BBB,2014J,298187,-29.0,,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1070.0,41.0,237.0,79.0,67.35000000000001,
BBB,2014J,298303,5.0,,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,894.0,36.0,195.0,71.0,81.3,
BBB,2014J,298961,-88.0,,F,South Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,481.0,21.0,236.0,60.0,71.3,
BBB,2014J,300819,-35.0,,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,387.0,20.0,248.0,47.0,90.5,
BBB,2014J,303165,-59.0,,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,1824.0,82.0,261.0,85.0,61.2,
BBB,2014J,303617,-31.0,,F,Wales,Lower Than A Level,0-10%,35-55,1,60,N,Pass,327.0,30.0,240.0,43.0,84.95,
BBB,2014J,305909,-162.0,,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1513.0,77.0,241.0,93.0,69.65,
BBB,2014J,306478,-68.0,,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,671.0,43.0,258.0,54.0,67.3,
BBB,2014J,306880,-75.0,12.0,F,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,132.0,10.0,40.0,16.0,0.0,
BBB,2014J,308775,-32.0,,F,North Region,A Level or Equivalent,10-20,35-55,0,120,N,Distinction,1508.0,85.0,239.0,93.0,78.0,
BBB,2014J,308850,-4.0,,M,Wales,Lower Than A Level,10-20,35-55,0,120,N,Fail,114.0,5.0,16.0,23.0,0.0,
BBB,2014J,314252,-29.0,,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,1084.0,58.0,237.0,79.0,54.099999999999994,
BBB,2014J,314675,-155.0,,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,409.0,37.0,260.0,37.0,68.7,
BBB,2014J,314801,-30.0,,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,699.0,39.0,244.0,67.0,71.9,
BBB,2014J,316421,-150.0,12.0,F,East Anglian Region,Lower Than A Level,10-20,35-55,1,60,N,Withdrawn,,,,,,
BBB,2014J,321450,-14.0,,F,Wales,Lower Than A Level,40-50%,0-35,1,120,N,Pass,237.0,26.0,260.0,36.0,59.5,
BBB,2014J,322184,-100.0,156.0,F,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,831.0,25.0,144.0,62.0,19.5,
BBB,2014J,322574,-122.0,,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,25.0,3.0,16.0,6.0,0.0,
BBB,2014J,327224,5.0,,F,Ireland,A Level or Equivalent,60-70%,35-55,3,60,N,Fail,201.0,9.0,85.0,31.0,5.0,
BBB,2014J,327940,-39.0,,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,,,,,53.4,
BBB,2014J,330917,-29.0,,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1317.0,78.0,232.0,83.0,55.849999999999994,
BBB,2014J,330981,-39.0,12.0,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,,,,,,
BBB,2014J,335035,-56.0,,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1291.0,79.0,236.0,105.0,52.55,
BBB,2014J,335765,-148.0,12.0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,,,,,,
BBB,2014J,338554,-50.0,,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,285.0,25.0,237.0,37.0,70.55,
BBB,2014J,340216,-155.0,,F,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,1139.0,53.0,235.0,92.0,75.3,
BBB,2014J,340592,-22.0,,F,Wales,A Level or Equivalent,0-10%,0-35,3,120,N,Fail,219.0,16.0,117.0,14.0,0.0,
BBB,2014J,340899,-23.0,229.0,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,4.0,1.0,146.0,2.0,55.599999999999994,
BBB,2014J,341611,-85.0,,F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,249.0,16.0,157.0,39.0,18.0,
BBB,2014J,342192,-86.0,,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Pass,223.0,28.0,224.0,28.0,58.05,
BBB,2014J,343138,-39.0,,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,494.0,30.0,214.0,44.0,60.55,
BBB,2014J,345128,-35.0,,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,3,60,N,Fail,,,,,,
BBB,2014J,349924,-45.0,12.0,F,North Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,40.0,6.0,29.0,12.0,0.0,
BBB,2014J,350312,-74.0,,F,Wales,A Level or Equivalent,30-40%,0-35,1,90,N,Fail,103.0,4.0,47.0,17.0,0.0,
BBB,2014J,350797,-14.0,,F,London Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,1034.0,71.0,259.0,82.0,76.5,
BBB,2014J,351050,-109.0,,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,529.0,31.0,237.0,35.0,76.0,
BBB,2014J,353617,-23.0,,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,,,,,,
BBB,2014J,357901,-115.0,,F,North Region,Lower Than A Level,,0-35,1,90,N,Fail,304.0,27.0,201.0,54.0,30.4,
BBB,2014J,358001,-25.0,,F,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,346.0,24.0,193.0,50.0,67.2,
BBB,2014J,358204,-14.0,,F,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,4677.0,220.0,254.0,109.0,85.5,
BBB,2014J,361411,-79.0,,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,793.0,31.0,235.0,65.0,62.3,
BBB,2014J,363213,-36.0,,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,241.0,30.0,248.0,29.0,71.35,
BBB,2014J,364527,-14.0,,F,Ireland,A Level or Equivalent,30-40%,0-35,2,60,N,Pass,362.0,33.0,243.0,50.0,75.85,
BBB,2014J,365097,-103.0,,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,1071.0,56.0,240.0,69.0,83.2,
BBB,2014J,365111,-32.0,,F,Scotland,HE Qualification,30-40%,0-35,2,120,Y,Fail,246.0,13.0,201.0,39.0,64.8,
BBB,2014J,366479,-162.0,,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,498.0,45.0,254.0,61.0,64.35,
BBB,2014J,366791,-70.0,-29.0,F,North Western Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn,,,,,,
BBB,2014J,368521,-101.0,,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1208.0,69.0,238.0,67.0,70.7,
BBB,2014J,369234,-35.0,,F,Wales,Lower Than A Level,30-40%,0-35,2,60,Y,Fail,576.0,40.0,247.0,48.0,11.5,
BBB,2014J,372602,-151.0,,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,114.0,14.0,206.0,18.0,80.7,
BBB,2014J,373174,-20.0,,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass,1151.0,79.0,238.0,76.0,68.0,
BBB,2014J,373846,-52.0,108.0,F,South Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,1028.0,27.0,92.0,50.0,7.8,
BBB,2014J,376117,-128.0,2.0,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,2.0,1.0,-4.0,1.0,,
BBB,2014J,379212,-37.0,116.0,F,North Western Region,Lower Than A Level,30-40%,35-55,0,180,N,Withdrawn,280.0,21.0,116.0,43.0,6.0,
BBB,2014J,379720,-23.0,,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,556.0,30.0,240.0,67.0,70.3,
BBB,2014J,380515,-86.0,12.0,F,London Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,21.0,2.0,18.0,6.0,0.0,
BBB,2014J,381882,-24.0,,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,566.0,37.0,229.0,62.0,56.45,
BBB,2014J,384266,-36.0,12.0,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,13.0,3.0,30.0,6.0,0.0,
BBB,2014J,385341,-79.0,,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,147.0,6.0,131.0,25.0,7.8,
BBB,2014J,385405,5.0,,M,Ireland,A Level or Equivalent,0-10%,35-55,1,60,N,Pass,766.0,31.0,236.0,42.0,66.55,
BBB,2014J,387276,-103.0,-96.0,F,North Western Region,Lower Than A Level,50-60%,35-55,4,60,N,Withdrawn,,,,,,
BBB,2014J,387406,-31.0,,F,Wales,Lower Than A Level,20-30%,0-35,2,60,N,Fail,389.0,29.0,218.0,22.0,46.8,
BBB,2014J,387773,-102.0,,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,3623.0,126.0,250.0,103.0,83.35,
BBB,2014J,388738,-31.0,228.0,M,South Region,A Level or Equivalent,10-20,35-55,1,60,N,Withdrawn,1744.0,74.0,228.0,91.0,45.3,
BBB,2014J,391937,-17.0,,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,3615.0,132.0,262.0,127.0,70.35,
BBB,2014J,393529,-14.0,-1.0,F,Scotland,HE Qualification,30-40%,0-35,3,60,N,Withdrawn,,,,,,
BBB,2014J,394314,-49.0,236.0,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,740.0,30.0,236.0,68.0,80.9,
BBB,2014J,395169,-24.0,32.0,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,175.0,16.0,29.0,27.0,0.0,
BBB,2014J,395320,-115.0,,F,South Region,HE Qualification,40-50%,35-55,1,60,N,Pass,1170.0,41.0,240.0,89.0,72.6,
BBB,2014J,395822,-43.0,,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,2810.0,107.0,262.0,99.0,58.599999999999994,
BBB,2014J,396016,-45.0,,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,30.0,3.0,27.0,11.0,17.5,
BBB,2014J,396673,-87.0,200.0,F,South Region,A Level or Equivalent,20-30%,35-55,0,240,N,Withdrawn,471.0,43.0,164.0,47.0,22.0,
BBB,2014J,397414,-59.0,,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,60,Y,Pass,780.0,42.0,239.0,48.0,49.75,
BBB,2014J,398071,-101.0,-16.0,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,,,,,,
BBB,2014J,398442,-65.0,,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,830.0,71.0,236.0,54.0,64.2,
BBB,2014J,399737,-85.0,,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,1,60,N,Distinction,1678.0,77.0,236.0,87.0,73.7,
BBB,2014J,400549,-36.0,,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,1480.0,48.0,248.0,74.0,87.39999999999999,
BBB,2014J,401317,-44.0,,F,Scotland,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,1097.0,48.0,237.0,77.0,52.699999999999996,
BBB,2014J,402180,-100.0,,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,1506.0,55.0,233.0,93.0,73.3,
BBB,2014J,403213,-73.0,,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,317.0,16.0,215.0,32.0,55.85,
BBB,2014J,404121,-32.0,,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1713.0,84.0,247.0,90.0,67.8,
BBB,2014J,404415,-91.0,,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Pass,1465.0,70.0,237.0,89.0,79.25,
BBB,2014J,406000,-60.0,,F,South East Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass,1214.0,63.0,247.0,88.0,63.5,
BBB,2014J,409708,-60.0,,F,East Anglian Region,Lower Than A Level,80-90%,0-35,2,120,N,Pass,607.0,57.0,237.0,58.0,54.949999999999996,
BBB,2014J,411105,-17.0,12.0,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,64.0,5.0,46.0,20.0,0.0,
BBB,2014J,411150,-30.0,158.0,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,101.0,10.0,147.0,17.0,21.1,
BBB,2014J,412081,-4.0,,F,Ireland,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,497.0,17.0,235.0,58.0,58.150000000000006,
BBB,2014J,412343,-115.0,,F,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,228.0,19.0,143.0,33.0,66.5,
BBB,2014J,414663,-113.0,-11.0,F,North Western Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,,,,,,
BBB,2014J,417971,-67.0,101.0,F,Scotland,HE Qualification,60-70%,35-55,0,120,Y,Withdrawn,537.0,29.0,69.0,52.0,8.4,
BBB,2014J,417978,-24.0,,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,324.0,4.0,54.0,24.0,,
BBB,2014J,417986,-77.0,,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1824.0,50.0,246.0,98.0,67.30000000000001,
BBB,2014J,418077,-59.0,,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,999.0,43.0,236.0,88.0,69.4,
BBB,2014J,418206,-161.0,-4.0,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,,,,,,
BBB,2014J,418502,-143.0,5.0,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,,,,,,
BBB,2014J,419924,-36.0,179.0,F,Scotland,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn,1047.0,25.0,152.0,73.0,20.8,
BBB,2014J,420631,-66.0,,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,1255.0,54.0,238.0,89.0,74.7,
BBB,2014J,423398,-39.0,,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,2836.0,136.0,256.0,110.0,71.94999999999999,
BBB,2014J,423613,-22.0,12.0,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Withdrawn,91.0,6.0,25.0,11.0,0.0,
BBB,2014J,424220,-52.0,,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,797.0,42.0,239.0,72.0,52.45,
BBB,2014J,424586,-161.0,-32.0,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,,,,,,
BBB,2014J,425314,-58.0,37.0,F,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,12.0,1.0,9.0,3.0,0.0,
BBB,2014J,425772,-37.0,,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,460.0,25.0,198.0,57.0,56.8,
BBB,2014J,426340,-87.0,-16.0,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,N,Withdrawn,,,,,,
BBB,2014J,426624,-38.0,,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,1171.0,53.0,235.0,87.0,83.9,
BBB,2014J,430530,-88.0,123.0,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,446.0,23.0,113.0,47.0,7.0,
BBB,2014J,433064,-31.0,,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,14.0,3.0,23.0,6.0,6.2,
BBB,2014J,433939,-27.0,,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,60,N,Fail,240.0,28.0,152.0,35.0,18.4,
BBB,2014J,435287,-25.0,,F,Wales,Lower Than A Level,0-10%,35-55,0,195,N,Fail,43.0,5.0,114.0,13.0,61.400000000000006,
BBB,2014J,437550,-142.0,,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1722.0,72.0,255.0,91.0,79.25,
BBB,2014J,439677,-74.0,,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,478.0,32.0,202.0,58.0,75.95,
BBB,2014J,439806,-51.0,,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,939.0,49.0,237.0,64.0,88.3,
BBB,2014J,440912,-51.0,-8.0,M,South Region,A Level or Equivalent,40-50%,35-55,0,120,Y,Withdrawn,41.0,1.0,-5.0,11.0,,
BBB,2014J,442685,-35.0,12.0,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,,,,,,
BBB,2014J,442745,-136.0,18.0,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,12.0,3.0,68.0,5.0,4.3,
BBB,2014J,444361,-43.0,,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,742.0,39.0,237.0,65.0,85.05,
BBB,2014J,444545,-45.0,,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,897.0,33.0,209.0,61.0,64.05000000000001,
BBB,2014J,444768,-151.0,,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,2372.0,107.0,245.0,100.0,68.2,
BBB,2014J,445136,-50.0,,F,South East Region,HE Qualification,70-80%,35-55,1,60,N,Distinction,745.0,53.0,237.0,77.0,91.7,
BBB,2014J,445647,-136.0,12.0,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,125.0,9.0,43.0,31.0,0.0,
BBB,2014J,445774,-77.0,,M,South East Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,211.0,20.0,235.0,29.0,79.8,
BBB,2014J,446619,-108.0,108.0,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,21.0,3.0,16.0,6.0,0.0,
